Iter  Part1  Part2  Part3  Part4  Part5  Part6  Part7  Part8  Part9  Part10  Part11  Part12  Part13  Part14  Part15  Part16  Part17  Part18  Part19  Part20  Part21  Part22  Part23  Part24  Part25  Part26  Part27  Part28  Part29  Part30  Part31  Part32  Part33  Part34  Part35  Part36  Part37  Part38  Part39  Part40  
24   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
25   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
4   1.6055929E-01   1.5701479E-01   1.5701479E-01   1.6545019E-01   1.5701479E-01   1.6311487E-01   1.4215599E-01   1.4215599E-01   1.6332583E-01   1.6332583E-01   1.4215599E-01   1.6608069E-01   1.6332583E-01   1.6332583E-01   1.5701479E-01   1.6311487E-01   1.6332583E-01   1.6630697E-01   1.4215599E-01   1.5701479E-01   1.4215599E-01   1.5701479E-01   1.6608069E-01   1.6055929E-01   1.6309816E-01   1.6630697E-01   1.6055929E-01   1.6630697E-01   1.6545019E-01   1.4215599E-01   1.7866959E-01   1.6309816E-01   1.6311487E-01   1.8356267E-01   1.4215599E-01   1.6055929E-01   1.6055929E-01   1.5701479E-01   1.5701479E-01   1.4215599E-01  
26   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
27   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
2   1.0000000E+10   1.6442825E-01   5.5796671E-02   2.5471410E-01   1.4169979E-01   1.0000000E+10   1.0000000E+10   1.6442825E-01   1.4169979E-01   5.5796671E-02   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   2.5471410E-01   1.0000000E+10   5.5796671E-02   1.4169979E-01   5.5796671E-02   1.0000000E+10   1.4169979E-01   2.5471410E-01   1.6442825E-01   1.6442825E-01   1.6442825E-01   1.0000000E+10   5.5796671E-02   5.5796671E-02   1.6442825E-01   1.0000000E+10   1.0000000E+10   2.5471410E-01   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10  
28   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
29   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
30   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
5   1.6055929E-01   1.5505416E-01   1.3631111E-01   1.6055929E-01   1.5701479E-01   1.6311487E-01   1.4215599E-01   1.4215599E-01   1.6332583E-01   1.6055929E-01   1.3631111E-01   1.6332583E-01   1.6309816E-01   1.6332583E-01   1.5701479E-01   1.5677020E-01   1.6311487E-01   1.5505416E-01   1.3631111E-01   1.5701479E-01   1.4215599E-01   1.3631111E-01   1.5505416E-01   1.6055929E-01   1.6309816E-01   1.6630697E-01   1.5677020E-01   1.6630697E-01   1.5701479E-01   1.4215599E-01   1.5505416E-01   1.6309816E-01   1.6311487E-01   1.8356267E-01   1.4215599E-01   1.6055929E-01   1.5505416E-01   1.5701479E-01   1.5701479E-01   1.4215599E-01  
31   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
32   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
33   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
34   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
35   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
36   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
37   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
38   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
6   1.5573317E-01   1.5505416E-01   1.3631111E-01   1.6055929E-01   1.5701479E-01   1.6311487E-01   1.4215599E-01   1.4215599E-01   1.5573317E-01   1.5573317E-01   1.3631111E-01   1.5573317E-01   1.6309816E-01   1.6332583E-01   1.5701479E-01   1.5677020E-01   1.6311487E-01   1.5505416E-01   1.3631111E-01   1.5573317E-01   1.4215599E-01   1.3631111E-01   1.5505416E-01   1.6055929E-01   1.6309816E-01   1.6630697E-01   1.5677020E-01   1.6630697E-01   1.5701479E-01   1.4215599E-01   1.5505416E-01   1.6309816E-01   1.6311487E-01   1.8356267E-01   1.4215599E-01   1.5573317E-01   1.5505416E-01   1.5701479E-01   1.5701479E-01   1.4215599E-01  
2   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.3788214E-01   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   5.7784151E-02   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   5.7784151E-02   1.0000000E+10   1.3788214E-01   1.0000000E+10   1.3788214E-01   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10   1.0000000E+10  
39   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
40   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
41   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
42   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
43   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
3   1.0000000E+10   1.6442825E-01   5.5796671E-02   2.5471410E-01   1.3258162E-01   1.0000000E+10   1.0000000E+10   1.3912327E-01   1.3258162E-01   5.5796671E-02   1.0000000E+10   1.0000000E+10   1.0000000E+10   2.5356256E-01   1.0000000E+10   2.5471410E-01   1.3917522E-01   5.5796671E-02   1.3258162E-01   5.5796671E-02   1.0000000E+10   1.3258162E-01   2.5471410E-01   1.6442825E-01   1.6442825E-01   1.6442825E-01   1.0000000E+10   5.5796671E-02   5.5796671E-02   1.6442825E-01   1.0000000E+10   1.3912327E-01   2.5471410E-01   1.3912327E-01   1.0000000E+10   1.3912327E-01   1.0000000E+10   1.3917522E-01   1.3917522E-01   1.0000000E+10  
44   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
7   1.5573317E-01   1.5505416E-01   1.3631111E-01   1.6055929E-01   1.5701479E-01   1.6311487E-01   1.4215599E-01   1.4215599E-01   1.5573317E-01   1.5573317E-01   1.3631111E-01   1.5573317E-01   1.4000853E-01   1.4000853E-01   1.3631111E-01   1.5677020E-01   1.6311487E-01   1.5505416E-01   1.3631111E-01   1.5573317E-01   1.4215599E-01   1.3631111E-01   1.5505416E-01   1.6055929E-01   1.6055929E-01   1.4759769E-01   1.4215599E-01   1.5701479E-01   1.4759769E-01   1.4215599E-01   1.4000853E-01   1.5701479E-01   1.6311487E-01   1.8356267E-01   1.3631111E-01   1.3631111E-01   1.4215599E-01   1.5701479E-01   1.5701479E-01   1.4215599E-01  
45   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
46   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
47   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
48   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
49   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
8   1.5573317E-01   1.5505416E-01   1.3631111E-01   1.4000853E-01   1.4215599E-01   1.5677020E-01   1.4215599E-01   1.3631111E-01   1.3631111E-01   1.5573317E-01   1.3631111E-01   1.4000853E-01   1.4000853E-01   1.4000853E-01   1.3631111E-01   1.5677020E-01   1.4215599E-01   1.4759769E-01   1.3631111E-01   1.5573317E-01   1.4000853E-01   1.3631111E-01   1.5338339E-01   1.6055929E-01   1.6055929E-01   1.4759769E-01   1.3631111E-01   1.3835007E-01   1.4759769E-01   1.3631111E-01   1.4000853E-01   1.5701479E-01   1.4215599E-01   1.6055929E-01   1.2918149E-01   1.3631111E-01   1.4215599E-01   1.4215599E-01   1.2918149E-01   1.4215599E-01  
50   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
51   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
52   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
53   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01   1.8590361E-01  
